QGC WPL 110
1	1	0	16	0	0	0	0	1.950000671802111185e+01    -9.914325356483459473e+01    50	1
2	0	3	16	0	0	0	0	1.950160191528982168e+01    -9.914218196437954589e+01    50	1
3	0	3	16	0	0	0	0	1.950159819258751170e+01    -9.914230900204724151e+01    50	1
4	0	3	16	0	0	0	0	1.950159509944840508e+01    -9.914241455358907729e+01    50	1
5	0	3	16	0	0	0	0	1.950150483886806541e+01    -9.914241161208094866e+01    50	1
6	0	3	16	0	0	0	0	1.950150483886806541e+01    -9.914241161208094866e+01    50	1
7	0	3	16	0	0	0	0	1.950151349300449866e+01    -9.914211628987658287e+01    50	1
8	0	3	16	0	0	0	0	1.950151716952767700e+01    -9.914199082362495119e+01    50	1
9	0	3	16	0	0	0	0	1.950142690893968478e+01    -9.914198788235320592e+01    50	1
10	0	3	16	0	0	0	0	1.950142690893968478e+01    -9.914198788235320592e+01    50	1
11	0	3	16	0	0	0	0	1.950140839182158814e+01    -9.914261977342331988e+01    50	1
12	0	3	16	0	0	0	0	1.950140220511017475e+01    -9.914283087625454982e+01    50	1
13	0	3	16	0	0	0	0	1.950131194454369066e+01    -9.914282793450949782e+01    50	1
14	0	3	16	0	0	0	0	1.950131194454369066e+01    -9.914282793450949782e+01    50	1
15	0	3	16	0	0	0	0	1.950134032478294444e+01    -9.914185947496646634e+01    50	1
16	0	3	16	0	0	0	0	1.950134400112816735e+01    -9.914173400884253340e+01    50	1
17	0	3	16	0	0	0	0	1.950125374053427763e+01    -9.914173106771632149e+01    50	1
18	0	3	16	0	0	0	0	1.950125374053427763e+01    -9.914173106771632149e+01    50	1
19	0	3	16	0	0	0	0	1.950122051597018569e+01    -9.914286484616316386e+01    50	1
20	0	3	16	0	0	0	0	1.950122032872106814e+01    -9.914287123531093471e+01    50	1
21	0	3	16	0	0	0	0	1.950113006814439132e+01    -9.914286829355630459e+01    50	1
22	0	3	16	0	0	0	0	1.950113006814439132e+01    -9.914286829355630459e+01    50	1
23	0	3	16	0	0	0	0	1.950116715619369856e+01    -9.914160266060284243e+01    50	1
24	0	3	16	0	0	0	0	1.950117000529164102e+01    -9.914150542232265195e+01    50	1
25	0	3	16	0	0	0	0	1.950107974470132888e+01    -9.914150248132635568e+01    50	1
26	0	3	16	0	0	0	0	1.950107974470132888e+01    -9.914150248132635568e+01    50	1
27	0	3	16	0	0	0	0	1.950103962031763061e+01    -9.914287174093612975e+01    50	1
28	0	3	16	0	0	0	0	1.950103943306826437e+01    -9.914287813007678096e+01    50	1
29	0	3	16	0	0	0	0	1.950094917248989290e+01    -9.914287518831210377e+01    50	1
30	0	3	16	0	0	0	0	1.950094917248989290e+01    -9.914287518831210377e+01    50	1
31	0	3	16	0	0	0	0	1.950098779167442586e+01    -9.914155730223778562e+01    50	1
32	0	3	16	0	0	0	0	1.950098779167442586e+01    -9.914155730223778562e+01    50	1
33	0	3	16	0	0	0	0	1.950089753107410218e+01    -9.914155436120650222e+01    50	1
34	0	3	16	0	0	0	0	1.950089583862997245e+01    -9.914161212308731308e+01    50	1
35	0	3	16	0	0	0	0	1.950085872467021275e+01    -9.914287863568425507e+01    50	1
36	0	3	16	0	0	0	0	1.950085853742059783e+01    -9.914288502481781507e+01    50	1
37	0	3	16	0	0	0	0	1.950076827684053526e+01    -9.914288208306209071e+01    50	1
38	0	3	16	0	0	0	0	1.950076827684053526e+01    -9.914288208306209071e+01    50	1
39	0	3	16	0	0	0	0	1.950080388556797217e+01    -9.914166694387488121e+01    50	1
40	0	3	16	0	0	0	0	1.950080388556797217e+01    -9.914166694387488121e+01    50	1
41	0	3	16	0	0	0	0	1.950071362496759519e+01    -9.914166400279562197e+01    50	1
42	0	3	16	0	0	0	0	1.950071193248842860e+01    -9.914172176460050423e+01    50	1
43	0	3	16	0	0	0	0	1.950067782900987723e+01    -9.914288553042658236e+01    50	1
44	0	3	16	0	0	0	0	1.950067764176002072e+01    -9.914289191955302272e+01    50	1
45	0	3	16	0	0	0	0	1.950058738117825996e+01    -9.914288897778722287e+01    50	1
46	0	3	16	0	0	0	0	1.950058738117825996e+01    -9.914288897778722287e+01    50	1
47	0	3	16	0	0	0	0	1.950061997939135239e+01    -9.914177658526419634e+01    50	1
48	0	3	16	0	0	0	0	1.950061997939135239e+01    -9.914177658526419634e+01    50	1
49	0	3	16	0	0	0	0	1.950052971879090791e+01    -9.914177364412746840e+01    50	1
50	0	3	16	0	0	0	0	1.950052802627672577e+01    -9.914183140586594334e+01    50	1
51	0	3	16	0	0	0	0	1.950049693334566570e+01    -9.914289242514405487e+01    50	1
52	0	3	16	0	0	0	0	1.950000671802111185e+01    -9.914325356483459473e+01    50	1
