1	1	0	16	0	0	0	0	1.950003705838341617e+01    -9.914356738328929453e+01    50
2	0	3	16	0	0	0	0	1.949962030950877079e+01    -9.914369727490831963e+01    50
3	0	3	16	0	0	0	0	1.950015091007460555e+01    -9.914337318677681310e+01    50
4	0	3	16	0	0	0	0	1.950022167703646758e+01    -9.914332996249351027e+01    50
5	0	3	16	0	0	0	0	1.950022167703646758e+01    -9.914332996249351027e+01    50
6	0	3	16	0	0	0	0	1.950017641632485876e+01    -9.914324755835085057e+01    50
7	0	3	16	0	0	0	0	1.950017641632485876e+01    -9.914324755835085057e+01    50
8	0	3	16	0	0	0	0	1.949958549020048082e+01    -9.914360849353433025e+01    50
9	0	3	16	0	0	0	0	1.949958549020048082e+01    -9.914360849353433025e+01    50
10	0	3	16	0	0	0	0	1.949954022962153388e+01    -9.914352608964581748e+01    50
11	0	3	16	0	0	0	0	1.949955067084851379e+01    -9.914351971219829807e+01    50
12	0	3	16	0	0	0	0	1.950020192248784312e+01    -9.914312192988555239e+01    50
13	0	3	16	0	0	0	0	1.950024186807924309e+01    -9.914309753113217027e+01    50
14	0	3	16	0	0	0	0	1.950024186807924309e+01    -9.914309753113217027e+01    50
15	0	3	16	0	0	0	0	1.950019660726190907e+01    -9.914301512705343100e+01    50
16	0	3	16	0	0	0	0	1.950019660726190907e+01    -9.914301512705343100e+01    50
17	0	3	16	0	0	0	0	1.949951585146189714e+01    -9.914343093090026571e+01    50
18	0	3	16	0	0	0	0	1.949951585146189714e+01    -9.914343093090026571e+01    50
19	0	3	16	0	0	0	0	1.949947059079273970e+01    -9.914334852709639279e+01    50
20	0	3	16	0	0	0	0	1.949948103202257244e+01    -9.914334214964974024e+01    50
21	0	3	16	0	0	0	0	1.950017962674969851e+01    -9.914291544934792455e+01    50
22	0	3	16	0	0	0	0	1.950020790709080387e+01    -9.914289817568831609e+01    50
23	0	3	16	0	0	0	0	1.950020790709080387e+01    -9.914289817568831609e+01    50
24	0	3	16	0	0	0	0	1.950016264618255235e+01    -9.914281577167271564e+01    50
25	0	3	16	0	0	0	0	1.950016264618255235e+01    -9.914281577167271564e+01    50
26	0	3	16	0	0	0	0	1.949944621253956711e+01    -9.914325336842767911e+01    50
27	0	3	16	0	0	0	0	1.949944621253956711e+01    -9.914325336842767911e+01    50
28	0	3	16	0	0	0	0	1.949940095178923372e+01    -9.914317096469892476e+01    50
29	0	3	16	0	0	0	0	1.949941139301288473e+01    -9.914316458724360359e+01    50
30	0	3	16	0	0	0	0	1.950014566556048479e+01    -9.914271609401832563e+01    50
31	0	3	16	0	0	0	0	1.950014566556048479e+01    -9.914271609401832563e+01    50
32	0	3	16	0	0	0	0	1.950010040457805971e+01    -9.914263369008487814e+01    50
33	0	3	16	0	0	0	0	1.949993620754975865e+01    -9.914273398202736587e+01    50
34	0	3	16	0	0	0	0	1.949937657344252528e+01    -9.914307580609749948e+01    50
35	0	3	16	0	0	0	0	1.949937657344252528e+01    -9.914307580609749948e+01    50
36	0	3	16	0	0	0	0	1.949933131262003982e+01    -9.914299340245338499e+01    50
37	0	3	16	0	0	0	0	1.949933653322881000e+01    -9.914299021372626441e+01    50
38	0	3	16	0	0	0	0	1.949953512602088779e+01    -9.914286891361301457e+01    50
39	0	3	16	0	0	0	0	1.949957200459386186e+01    -9.914281930995434777e+01    50
